BV_NUM,STATE,ZIP,OBAL,ORATE,PBAL,RATE,P_I,ACLAS,PURP,PROP_MM,,SECTION2,NOTE_DT,ODATE,FPDATE,MDATE,PDATE,NPDATE,ASOFDT,BV_NUM,OCCLAS,FICO,FICO_DT,OAPPR,OSLSPRI,OLTV,CLTV,BPOUSED,BPO,MONTHDEL,TDEL30,TDEL60,TDEL90,PAYHIST,LOAN_TY,MIFLAG,MI_PERCT,,,MIGROUP,PREPAY,BV_NUM,PAYFREQ,INTCOLCD,IO_FLAG,IO_TERM,REMAININGIO1,OTERM,OATERM,REMTERM1,AGE1,RETAINED,SVC_FEE,DOC_TYPE,ADJTYPE,INDEXGR,,BALLOON,RADJPER,PADJPER,,FRCDT,,FPCDT,BV_NUM,MTR_PMT1,LOCKOUT,PRODUCT,FPCAP,PCAP,MARGIN,MINRATE,MAXRATE,CONV,NEG_AM,NEGAMPCT,NEGAMPCTCUR,PAYMENTCAP,RECAST,GROUP,REPGR,Junior Lien Amount,SSECONDSP,Combined LTV
327559,CA,91042,108000.00,8.990,95102.02,8.990,868.22,F,R,Single Family,,SUBPRIME,1/12/1999,1/12/1999,3/1/1999,2/1/2029,10/1/2006,11/1/2006,11/7/2006,327559,O,516,11/8/2006,135000.00,0.00,80.000,70.450,0,0.00,0,2,0,0,000000101000,UCONV,N,0.000,,,,Y,327559,0,0,0,0,0,360,360,267,93,0.000,0.500,FD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,327559,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM greater than or equal to 180 WAC less than or equal to 9.5,0.0000,N,80.00
260924,MI,49002,76000.00,6.000,72349.89,6.000,455.66,F,P,Single Family,,A/ALT A,4/1/2003,4/1/2003,6/1/2003,5/1/2033,10/1/2006,11/1/2006,11/7/2006,260924,O,744,11/8/2006,95000.00,95000.00,80.000,76.160,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,260924,0,0,0,0,0,360,360,318,42,0.000,0.375,LTD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,260924,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED WAM greater than or equal to 275 WAC less than or equal to 9.5,0.0000,N,80.00
326460,FL,34145,1140000.00,5.875,1140000.00,5.875,5581.25,A,P,Condo,,A/ALT A,12/6/2005,12/6/2005,2/1/2006,1/1/2036,11/1/2006,12/1/2006,11/7/2006,326460,I,794,10/24/2006,2000000.00,1985000.00,57.430,57.430,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,326460,0,0,1,36,26,360,324,350,10,0.000,0.500,ALT,ARM,1 YR LIBOR,,FULLY AMORTIZING,12,12,,1/1/2009,,2/1/2009,326460,27,36,36/12,4.000,1.000,1.875,1.875,10.875,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A 36-IO_MONTHS-ARM LIBOR LONG RESET,0.0000,N,57.43
331036,FL,32177,39000.00,7.000,36807.80,7.000,350.54,F,P,Single Family,,A/ALT A,5/25/2005,5/25/2005,6/15/2005,5/15/2020,10/15/2006,11/15/2006,11/7/2006,331036,O,661,8/14/2006,0.00,39000.00,100.000,94.380,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,331036,0,0,0,0,0,180,180,162,18,0.000,0.500,LTD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,331036,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED WAM less than 180 WAC less than or equal to 9.5,0.0000,N,100.00
109613,MI,48864,23800.00,5.500,21106.13,8.000,168.33,A,P,Single Family,(OTHER),A/ALT A,6/8/1999,6/8/1999,8/1/1999,7/1/2029,11/1/2006,12/1/2006,11/7/2006,109613,O,680,11/8/2006,0.00,59900.00,39.730,35.240,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,109613,0,0,0,0,0,360,360,272,88,0.000,1.000,FD,ARM,1 YR CMT,,FULLY AMORTIZING,12,12,,7/1/2000,,8/1/2000,109613,9,12,12/12,2.000,2.000,3.000,3.000,11.500,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A ARM CMT SHORT RESET,0.0000,N,39.73
334024,TX,75951,40500.00,9.900,40481.70,9.900,352.43,F,P,Single Family,,SUBPRIME,9/26/2006,9/26/2006,10/26/2006,9/26/2036,9/26/2006,10/26/2006,10/23/2006,334024,O,586,9/29/2006,0.00,45000.00,90.000,89.960,1,45000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,334024,0,0,0,0,0,360,360,358,2,0.000,0.500,STA,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,334024,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM greater than or equal to 324 WAC greater than 9.5,0.0000,N,90.00
257931,VA,23923,43480.00,9.250,41735.86,9.250,357.70,B,P,Single Family,,A/ALT A,2/20/2002,2/20/2002,3/22/2002,2/22/2017,10/22/2006,11/22/2006,11/7/2006,257931,O,670,11/6/2006,56500.00,49000.00,88.730,85.180,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,257931,0,0,0,0,0,180,360,123,57,0.000,0.375,ALT,FIXED,FIXED RATE,,BALLOON,0,0,0,,0,,257931,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED BALLOON,0.0000,N,88.73
327772,IL,61554,53125.00,10.750,50326.04,11.750,531.25,A,R,Single Family,,SUBPRIME,3/18/1999,3/23/1999,5/1/1999,4/1/2029,11/1/2006,12/1/2006,11/7/2006,327772,O,525,11/8/2006,62500.00,0.00,85.000,80.520,0,0.00,0,5,1,0,000000110121,UCONV,N,0.000,,,,Y,327772,0,0,0,0,0,360,360,269,91,0.000,0.500,FD,ARM,6 MO LIBOR,,FULLY AMORTIZING,6,6,,4/1/2001,,5/1/2001,327772,6,24,24/6,3.000,1.500,6.250,10.750,17.750,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM LIBOR SHORT RESET,0.0000,N,85.00
329175,FL,34668,58000.00,9.625,57915.15,9.625,596.15,A,E,Single Family,,SUBPRIME,5/11/2006,5/16/2006,7/1/2006,6/1/2036,9/1/2006,10/1/2006,10/1/2006,329175,O,580,11/8/2006,115000.00,0.00,50.430,50.360,0,108000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,Y,329175,0,0,0,0,0,360,360,355,5,2.365,0.500,STA,ARM,PRIME,,FULLY AMORTIZING,12,12,,6/1/2007,,7/1/2007,329175,8,12,12/12,1.000,0.000,1.385,9.385,0.000,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM PRIME,0.0000,N,50.43
333084,TX,77479,192000.00,9.250,191597.21,9.250,1579.54,A,P,Condo,,A/ALT A,6/20/2006,6/27/2006,8/1/2006,7/1/2036,9/1/2006,10/1/2006,10/20/2006,333084,O,663,9/19/2006,240000.00,240000.00,80.000,79.830,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,Y,333084,0,0,0,0,0,360,360,356,4,0.000,0.500,LTD,ARM,6 MO LIBOR,,FULLY AMORTIZING,6,6,,7/1/2011,,8/1/2011,333084,57,60,60/6,6.000,2.000,2.750,8.000,15.250,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A ARM LIBOR LONG RESET LONG ARM,47988.7100,Y,100.00
324096,WA,98059,309600.00,5.250,309600.00,5.250,1354.50,A,P,Single Family,,A/ALT A,10/5/2005,10/7/2005,12/1/2005,11/1/2035,11/1/2006,12/1/2006,11/7/2006,324096,O,752,11/1/2006,390000.00,387000.00,80.000,80.000,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,324096,0,0,1,60,48,360,300,348,12,0.000,0.500,STA,ARM,1 YR LIBOR,,FULLY AMORTIZING,12,12,,11/1/2010,,12/1/2010,324096,49,60,60/12,5.000,2.000,2.250,2.250,10.250,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A 60-IO_MONTHS-ARM LIBOR LONG RESET,0.0000,N,80.00
333612,NY,12065,62300.00,6.375,48498.35,6.375,538.43,F,R,2 to 4 Family,,A/ALT A,5/19/2003,5/19/2003,7/1/2003,6/1/2018,10/1/2006,11/1/2006,10/20/2006,333612,I,730,9/29/2006,77900.00,0.00,79.970,62.260,0,0.00,0,1,0,0,000001000000,UCONV,N,0.000,,,,N,333612,0,0,0,0,0,180,180,139,41,0.000,0.500,ALT,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,333612,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED WAM less than 180 WAC less than or equal to 9.5,0.0000,N,79.97
258647,TX,79412,32500.00,11.250,22499.40,11.250,475.00,F,P,Single Family,,SUBPRIME,11/5/2002,11/5/2002,12/5/2002,1/5/2012,11/5/2006,12/5/2006,11/7/2006,258647,O,525,11/6/2006,0.00,38000.00,85.530,59.210,1,38000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,258647,0,0,0,0,0,110,110,62,48,0.000,0.375,LTD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,258647,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM less than 180 WAC greater than 9.5,0.0000,N,85.53
263811,CA,93245,34650.00,11.135,16352.54,6.135,223.26,A,P,Single Family,,A/ALT A,6/5/1984,6/5/1984,8/1/1984,7/1/2014,9/1/2006,10/1/2006,10/1/2006,263811,O,738,10/24/2006,49000.00,0.00,70.710,33.370,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,263811,0,0,0,0,0,360,360,92,268,0.000,0.355,FD,ARM,COFI,,FULLY AMORTIZING,12,12,,8/1/1985,,9/1/1985,263811,10,13,13/12,1.000,1.000,0.000,6.135,16.135,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A ARM OTHER,0.0000,N,70.71
267888,CA,91006,950000.00,7.250,162780.05,7.250,8672.20,F,R,Single Family,,A/ALT A,6/1/1993,6/1/1993,8/1/1993,7/1/2008,9/1/2006,10/1/2006,10/1/2006,267888,O,807,10/24/2006,2113000.00,0.00,44.960,7.700,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,267888,0,0,0,0,0,180,180,20,160,0.000,0.250,LTD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,267888,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED WAM less than 180 WAC less than or equal to 9.5,0.0000,N,44.96
260244,OR,97202,51200.00,5.000,37850.28,8.763,358.96,A,P,Single Family,,A/ALT A,8/19/1993,9/1/1993,10/1/1993,9/1/2023,9/1/2006,10/1/2006,10/1/2006,260244,O,775,11/8/2006,67000.00,64000.00,80.000,59.140,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,260244,0,0,0,0,0,360,360,202,158,0.000,0.375,FD,ARM,6 MO LIBOR,,FULLY AMORTIZING,6,6,,3/1/1994,,4/1/1994,260244,5,6,6/6,1.000,1.000,3.125,3.125,11.000,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A ARM LIBOR SHORT RESET,0.0000,N,80.00
260558,NJ,07840,50700.00,6.875,32854.24,7.125,337.11,A,P,Condo,,SUBPRIME,1/2/1989,1/2/1989,2/1/1989,1/1/2019,8/1/2006,9/1/2006,10/1/2006,260558,O,556,10/31/2006,73002.16,0.00,69.450,45.000,0,0.00,1,5,0,0,100010110100,UCONV,N,0.000,,,,N,260558,0,0,0,0,0,360,360,146,214,0.000,0.375,FD,ARM,1 YR CMT,,FULLY AMORTIZING,12,12,,1/1/1990,,2/1/2004,260558,3,12,12/12,2.000,2.000,2.750,2.750,12.875,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM CMT SHORT RESET,0.0000,N,69.45
266231,MO,63049,120000.00,5.250,65147.08,5.250,1287.50,F,E,Single Family,,A/ALT A,11/15/2002,11/20/2002,1/1/2003,12/1/2012,11/1/2006,12/1/2006,11/7/2006,266231,O,698,11/8/2006,337000.00,0.00,35.610,19.330,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,266231,0,0,0,0,0,120,120,73,47,0.000,0.375,STA,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,266231,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A FIXED WAM less than 180 WAC less than or equal to 9.5,0.0000,N,35.61
312809,VA,20152,300000.00,10.250,300000.00,10.250,2562.50,A,E,Single Family,,SUBPRIME,11/17/2005,11/22/2005,1/1/2006,12/1/2035,9/1/2006,10/1/2006,11/7/2006,312809,O,549,11/8/2006,900000.00,0.00,33.330,33.330,0,574000.00,1,2,0,0,110000000000,UCONV,N,0.000,,,,Y,312809,0,0,1,60,49,360,300,349,11,0.000,0.500,FD,ARM,PRIME,,FULLY AMORTIZING,12,12,,12/1/2006,,1/1/2007,312809,2,12,12/12,5.000,2.000,4.000,4.000,15.250,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME 60-IO_MONTHS-ARM PRIME,0.0000,N,33.33
332561,FL,34747,127807.00,6.500,127807.00,6.500,692.29,A,P,PUD,,SUBPRIME,2/2/2005,2/2/2005,4/1/2005,3/1/2035,10/1/2006,11/1/2006,11/7/2006,332561,S,0,11/8/2006,230500.00,170410.00,75.000,75.000,0,0.00,0,6,3,2,000001101234,UCONV,N,0.000,,,,N,332561,0,0,1,120,100,360,240,340,20,0.000,0.500,STA,ARM,6 MO LIBOR,,FULLY AMORTIZING,6,6,,3/1/2010,,4/1/2010,332561,41,60,60/6,5.000,1.000,2.250,2.250,11.500,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME 120-IO_MONTHS-ARM LIBOR LONG RESET,0.0000,N,75.00
331027,TX,77372,26305.00,11.900,25706.03,11.900,268.55,F,P,Single Family,(OTHER),A/ALT A,12/7/2001,12/7/2001,1/15/2002,12/15/2031,9/15/2006,10/15/2006,11/7/2006,331027,O,651,8/10/2006,0.00,27900.00,94.280,92.140,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,331027,0,4,0,0,0,360,360,301,59,0.000,0.500,LTD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,331027,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP LAND FIXED WAM greater than or equal to 275 WAC greater than 9.5,0.0000,N,94.28
100970,GA,31029,87750.00,12.875,84109.23,12.875,956.01,A,E,Single Family,,SUBPRIME,4/14/1999,4/14/1999,6/1/1999,5/1/2029,10/1/2006,11/1/2006,11/7/2006,100970,O,534,10/31/2006,135000.00,0.00,65.000,62.300,0,125000.00,0,8,3,1,012110100123,UCONV,N,0.000,,,,Y,100970,0,0,0,0,0,360,360,270,90,0.000,1.000,FD,ARM,6 MO LIBOR,,FULLY AMORTIZING,6,6,,5/1/2002,,6/1/2002,100970,1,36,36/6,3.000,1.000,7.500,12.875,19.375,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM LIBOR SHORT RESET,0.0000,N,65.00
142720215,FL,33604,76241.00,10.000,86838.35,10.000,771.83,F,P,Single Family,,SUBPRIME,5/29/1990,5/29/1990,7/1/2005,6/1/2035,9/1/2006,10/1/2006,11/7/2006,142720215,O,579,11/6/2006,75000.00,0.00,101.650,115.780,0,160000.00,1,10,0,0,111111110011,UCONV,N,0.000,,,,N,142720215,0,0,0,0,0,360,360,343,17,0.000,0.500,FD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,142720215,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM greater than or equal to 324 WAC greater than 9.5,0.0000,N,101.65
254620,VA,20121,144000.00,6.500,136440.13,6.500,910.18,F,E,Single Family,,SUBPRIME,8/23/2002,8/28/2002,10/1/2002,9/1/2032,10/1/2006,11/1/2006,11/7/2006,254620,O,603,11/1/2006,180000.00,0.00,80.000,75.800,0,192000.00,0,5,0,0,010001001110,UCONV,N,0.000,,,,N,254620,0,0,0,0,0,360,360,310,50,0.000,0.375,STA,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,254620,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM greater than or equal to 275 WAC less than or equal to 9.5,0.0000,N,80.00
331018,TX,77449,99635.12,10.900,99525.20,10.900,941.33,F,P,Single Family,,A/ALT A,7/26/2006,7/26/2006,8/26/2006,7/26/2036,9/26/2006,10/26/2006,11/7/2006,331018,O,708,8/15/2006,0.00,109900.00,90.660,90.560,0,0.00,0,1,0,0,010000000000,UCONV,N,0.000,,,,N,331018,0,0,0,0,0,360,360,356,4,0.000,0.500,ALT,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,331018,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED WAM greater than or equal to 324 WAC greater than 9.5,0.0000,N,90.66
331145,WA,98640,38000.00,7.000,33233.88,7.000,341.56,B,P,Single Family,(OTHER),A/ALT A,10/7/2003,10/7/2003,11/7/2003,10/7/2008,10/7/2006,11/7/2006,11/7/2006,331145,I,751,8/16/2006,0.00,78000.00,48.720,42.610,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,331145,0,0,0,0,0,60,180,23,37,0.000,0.500,LTD,FIXED,FIXED RATE,,BALLOON,0,0,0,,0,,331145,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP LAND FIXED BALLOON,0.0000,N,48.72
331468,FL,33015,332000.00,7.500,332000.00,7.500,2075.00,A,P,PUD,,A/ALT A,3/14/2006,3/14/2006,5/1/2006,4/1/2036,10/1/2006,11/1/2006,11/7/2006,331468,O,691,11/7/2006,415000.00,415000.00,80.000,80.000,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,331468,0,0,1,60,53,360,300,353,7,0.000,0.500,STA,ARM,1 YR LIBOR,,FULLY AMORTIZING,12,12,,4/1/2011,,5/1/2011,331468,54,60,60/12,5.000,2.000,2.250,2.250,12.500,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP A/ALT A 60-IO_MONTHS-ARM LIBOR LONG RESET LONG ARM,81089.2000,Y,99.54
333621,CT,06478,174774.59,6.000,169555.23,6.000,1047.86,F,R,Single Family,,SUBPRIME,3/27/2003,3/27/2003,10/1/2004,9/1/2034,8/1/2006,9/1/2006,10/20/2006,333621,O,574,9/29/2006,220000.00,0.00,79.440,77.070,0,253000.00,1,4,0,0,100010011000,UCONV,N,0.000,,,,N,333621,0,0,0,0,0,360,360,334,26,0.000,0.500,LTD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,333621,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM greater than or equal to 324 WAC less than or equal to 9.5,0.0000,N,79.44
326076,CT,06903,250000.00,8.625,152031.79,6.875,1652.63,A,R,Single Family,,SUBPRIME,9/8/1987,9/12/1987,11/1/1987,10/1/2017,9/1/2006,10/1/2006,10/1/2006,326076,O,796,11/8/2006,385000.00,450000.00,64.940,39.490,0,0.00,0,3,1,0,000121000000,UCONV,N,0.000,,,,N,326076,0,0,0,0,0,360,360,131,229,0.000,0.375,LTD,ARM,1 YR CMT,,FULLY AMORTIZING,12,12,,10/1/1988,,11/1/1988,326076,12,12,12/12,2.000,2.000,2.875,2.875,13.875,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM CMT SHORT RESET,0.0000,N,64.94
284353,LA,71301,17850.00,12.750,20674.62,12.750,226.02,F,E,Single Family,,SUBPRIME,3/26/1997,3/26/1997,2/1/2005,1/1/2035,10/1/2006,11/1/2006,11/7/2006,284353,O,605,10/26/2006,25000.00,0.00,71.400,82.700,0,5000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,284353,0,0,0,0,0,360,360,338,22,0.000,0.500,FD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,284353,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM greater than or equal to 324 WAC greater than 9.5,0.0000,N,71.40
331290,WV,25962,35477.80,6.000,27936.70,6.000,299.38,F,P,Single Family,,SUBPRIME,4/15/2002,4/15/2002,5/3/2002,4/3/2017,10/3/2006,11/3/2006,10/9/2006,331290,O,501,8/23/2006,0.00,38000.00,93.360,73.520,0,32000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,331290,0,0,0,0,0,180,180,125,55,0.000,0.500,LTD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,331290,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM less than 180 WAC less than or equal to 9.5,0.0000,N,93.36
257268,PA,18974,65000.00,9.750,35156.75,4.875,401.16,A,P,Single Family,,SUBPRIME,12/30/1985,12/30/1985,2/1/1986,1/1/2016,10/1/2006,11/1/2006,11/7/2006,257268,O,664,11/6/2006,185000.00,0.00,35.140,19.000,0,0.00,0,3,0,0,000110000010,UCONV,N,0.000,,,,N,257268,0,0,0,0,0,360,360,110,250,0.000,0.375,FD,ARM,3 YR CMT,,FULLY AMORTIZING,36,36,,1/1/1989,,2/1/1989,257268,15,36,36/36,1.000,0.000,2.750,2.750,14.875,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM CMT LONG RESET,0.0000,N,35.14
325206,FL,33409,110000.00,9.375,109701.22,9.375,964.52,A,E,Single Family,,SUBPRIME,4/13/2006,4/18/2006,6/1/2006,5/1/2036,9/1/2006,10/1/2006,10/1/2006,325206,O,619,11/8/2006,215000.00,0.00,51.160,51.020,0,208000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,Y,325206,0,0,0,0,0,360,360,354,6,0.615,0.500,LTD,ARM,PRIME,,FULLY AMORTIZING,12,12,,5/1/2007,,6/1/2007,325206,7,12,12/12,1.000,0.000,3.635,11.385,0.000,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM PRIME,0.0000,N,51.16
333795,IN,46013,42000.00,6.125,40143.41,6.125,255.20,F,E,Single Family,,A/ALT A,5/23/2003,5/23/2003,7/1/2003,6/1/2033,10/1/2006,11/1/2006,10/20/2006,333795,I,752,9/29/2006,62000.00,0.00,67.740,64.750,0,0.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,333795,0,0,0,0,0,360,360,319,41,0.000,0.500,ALT,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,333795,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED WAM greater than or equal to 275 WAC less than or equal to 9.5,0.0000,N,67.74
259132,FL,33428,104200.00,7.375,66781.58,7.875,730.69,A,P,Single Family,,SUBPRIME,6/3/1988,7/1/1988,8/1/1988,7/1/2018,8/1/2006,9/1/2006,10/1/2006,259132,O,723,10/31/2006,140100.00,0.00,74.380,47.670,0,0.00,1,1,0,0,100000000000,UCONV,N,0.000,,,,N,259132,0,0,0,0,0,360,360,140,220,0.000,0.375,FD,ARM,1 YR CMT,,FULLY AMORTIZING,12,12,,7/1/1989,,8/1/1989,259132,9,12,12/12,2.000,2.000,2.875,2.875,13.375,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM CMT SHORT RESET,0.0000,N,74.38
226864,NY,10566,124450.00,9.875,132760.39,9.875,1181.44,F,P,2 to 4 Family,,SUBPRIME,2/15/1995,2/15/1995,4/1/2003,3/1/2033,10/1/2006,11/1/2006,11/7/2006,226864,O,598,11/6/2006,135000.00,131000.00,95.000,101.340,0,179000.00,0,2,0,0,010000000100,UCONV,N,0.000,,,,N,226864,0,0,0,0,0,360,360,316,44,0.000,0.375,STA,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,226864,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM greater than or equal to 275 WAC greater than 9.5,0.0000,N,95.00
254169,TX,76031,23400.00,11.250,15534.56,11.250,326.00,F,P,Single Family,,SUBPRIME,3/13/2002,3/13/2002,4/25/2002,3/25/2012,10/25/2006,11/25/2006,11/7/2006,254169,O,555,10/26/2006,0.00,23400.00,100.000,66.390,0,25000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,N,254169,0,0,0,0,0,120,120,64,56,0.000,0.750,STA,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,254169,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP SUBPRIME FIXED WAM less than 180 WAC greater than 9.5,0.0000,N,100.00
255396,IL,61061,84549.00,7.500,79932.93,7.500,591.18,F,P,Single Family,,A/ALT A,10/15/2001,10/15/2001,12/1/2001,11/1/2031,10/1/2006,11/1/2006,11/7/2006,255396,O,682,11/6/2006,86000.00,86000.00,98.310,92.950,0,0.00,0,0,0,0,000000000000,UFHA,N,0.000,,,,N,255396,0,0,0,0,0,360,360,300,60,0.000,0.375,FD,FIXED,FIXED RATE,,FULLY AMORTIZING,0,0,0,,0,,255396,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,N,0.000,0.000,0.000,0,1,1-STRUCTURE GROUP A/ALT A FIXED WAM greater than or equal to 275 WAC less than or equal to 9.5,0.0000,N,98.31
329262,TN,37207,35000.00,9.375,34948.78,9.375,359.74,A,E,Single Family,,SUBPRIME,5/4/2006,5/9/2006,7/1/2006,5/1/2036,9/1/2006,10/1/2006,10/1/2006,329262,O,575,11/8/2006,65000.00,0.00,53.850,53.770,1,65000.00,0,0,0,0,000000000000,UCONV,N,0.000,,,,Y,329262,0,0,0,0,0,359,359,354,5,2.615,0.500,STA,ARM,PRIME,,FULLY AMORTIZING,12,12,,6/1/2007,,7/1/2007,329262,8,12,12/12,1.000,0.000,1.385,9.135,0.000,0,N,0.000,0.000,0.000,0,2,2-STRUCTURE GROUP SUBPRIME ARM PRIME,0.0000,N,53.85
