STATE,ZIPCODE,ORIGBAL,CURBAL,ASOFDATE,ORIGDATE,FPDATE,MTDATE,ORIGTERM,STDRTM,SEASON,RATE,SFEE,PMI_COST,LOANTYPE,BALLOON,RATETYPE,ARMTYPE,LIENPOS,Original LTV,Current LTV,Combined LTV,PMI_FLAG,PMICODE,PMI_PCT,FICO,LOANPURP,OWNOCC,LIMDOC,PROPTYPE,PRPAYPEN,Hard_Prepayment_(months),Soft_Prepayment_(months),DTI,IOFLAG,IOTERM
MD,20783,"351,920.00","350,888.60",20070601,20070228,20070401,20370301,360,357,3,6.125,0.25,0,C,N,F,F,1,80,79.77,100,N,,0,766,P,P,S,SF,0,0,0,44.004,N,0
MD,21061,"167,200.00","167,200.00",20070601,20070216,20070401,20370301,360,357,3,6.125,0.25,0,C,N,F,F,1,80,80,95,N,,0,765,R,P,S,C,0,0,0,46.96,Y,120
MD,21784,"384,000.00","383,998.03",20070601,20070302,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,80,80,100,N,,0,663,P,P,F,SF,0,0,0,41.046,Y,120
MD,21014,"152,000.00","152,000.00",20070601,20070302,20070501,20370401,360,358,2,7.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,795,P,I,L,C,0,0,0,32.806,Y,120
MD,21784,"382,850.00","382,850.00",20070601,20070227,20070401,20370301,360,357,3,7.125,0.25,0,C,N,F,F,1,95,95,95,Y,12,30,778,P,P,S,SF,0,0,0,0,Y,120
MD,20904,"300,000.00","300,000.00",20070601,20070222,20070401,20370301,360,357,3,7,0.25,0,C,N,F,F,1,59.41,59.41,59.41,N,,0,754,C,P,N,SF,0,0,0,0,Y,120
MD,20770,"130,000.00","130,000.00",20070601,20070221,20070401,20370301,360,357,3,7.5,0.25,0,C,N,F,F,1,60.75,60.75,60.75,N,,0,812,C,P,N,COOP,0,0,0,0,Y,120
MD,21811,"111,000.00","110,998.37",20070601,20070223,20070401,20370301,360,357,3,6.375,0.25,0,C,N,F,F,1,49.78,49.78,49.78,N,,0,781,C,P,N,PUD,0,0,0,0,Y,120
MD,21217,"63,075.00","62,947.73",20070601,20070301,20070401,20370301,360,357,3,8.125,0.25,0,C,N,F,F,1,94.85,94.66,94.85,Y,11,30,704,P,P,N,SF,0,0,0,0,N,0
MD,21231,"229,600.00","229,097.29",20070601,20070306,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,80,79.82,100,N,,0,684,P,P,F,SF,0,0,0,46.064,Y,120
MD,20905,"400,000.00","399,999.45",20070601,20070312,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,57.14,57.14,57.14,N,,0,686,C,P,S,SF,0,0,0,0,Y,120
MD,21224,"149,600.00","149,599.99",20070601,20070313,20070501,20370401,360,358,2,6.375,0.25,0,C,N,F,F,1,80,80,100,N,,0,671,P,P,F,SF,0,0,0,26.859,Y,120
MD,20781,"200,000.00","199,763.23",20070601,20070312,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,57.14,57.08,57.14,N,,0,737,C,P,S,SF,0,0,0,0,Y,120
MD,21206,"144,000.00","144,000.00",20070601,20070314,20070501,20370401,360,358,2,7.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,791,P,I,S,SF,0,0,0,16.374,Y,120
MD,21113,"271,920.00","271,920.00",20070601,20070312,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,80,80,100,N,,0,783,P,P,F,PUD,0,0,0,42.419,Y,120
MD,21122,"335,300.00","335,300.00",20070601,20070312,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,94.99,94.99,94.99,Y,13,30,636,P,P,F,SF,0,0,0,42.303,Y,120
MD,21157,"285,000.00","285,000.00",20070601,20070313,20070501,20370401,360,358,2,6.875,0.25,0,C,N,F,F,1,76,76,76,N,,0,660,C,P,S,SF,0,0,0,0,Y,120
MD,21218,"127,500.00","127,314.85",20070601,20070316,20070501,20370401,360,358,2,7.625,0.25,0,C,N,F,F,1,85,84.88,85,Y,12,12,659,C,I,F,SF,0,0,0,44.606,N,0
MD,21244,"180,000.00","180,000.00",20070601,20070316,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,70.59,70.59,79.41,N,,0,682,C,P,F,SF,0,0,0,43.802,Y,120
MD,21701,"256,000.00","256,000.00",20070601,20070319,20070501,20370401,360,358,2,6.875,0.25,0,C,N,F,F,1,80,80,80,N,,0,770,R,I,S,SF,0,0,0,0,Y,120
MD,21122,"497,200.00","494,872.89",20070601,20061204,20070201,20370101,360,355,5,6.375,0.25,0,C,N,F,F,1,73.88,73.53,73.88,N,,0,713,C,P,F,SF,0,0,0,39.31,N,0
MD,20707,"475,000.00","475,000.00",20070601,20070423,20070601,20370501,360,359,1,7.875,0.25,0.62,C,N,F,F,1,100,100,100,Y,24,40,712,P,P,S,SF,0,0,0,45,Y,120
MD,21206,"120,000.00","119,891.52",20070601,20070412,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,77.42,77.35,77.42,N,,0,669,R,P,F,SF,0,0,0,32.04,N,0
MD,20724,"260,000.00","259,764.96",20070601,20070423,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,80,79.93,80,N,,0,683,C,P,NR,PUD,0,0,0,0,N,0
MD,21084,"420,000.00","420,000.00",20070601,20070426,20070601,20370501,360,359,1,7.625,0.25,0,C,N,F,F,1,70,70,70,N,,0,781,C,P,N,SF,0,0,0,0,Y,120
MD,20623,"513,000.00","513,000.00",20070601,20070427,20070601,20370501,360,359,1,8.55,0.25,0.54,C,N,F,F,1,100,100,100,Y,24,40,687,P,P,F,PUD,0,0,0,45.9,Y,120
MD,20774,"529,900.00","529,900.00",20070601,20070511,20070701,20370601,360,360,0,8.875,0.25,0.57,C,N,F,F,1,100,100,100,Y,24,40,721,P,P,S,PUD,0,0,0,42.54,Y,60
MD,20866,"348,000.00","347,685.40",20070601,20070427,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,80,79.93,100,N,,0,687,P,P,S,PUD,0,0,0,36.85,N,0
MD,21076,"526,150.00","526,150.00",20070601,20070518,20070701,20370601,360,360,0,7.65,0.25,0.52,C,N,F,F,1,95,95,95,Y,24,35,713,P,P,NR,SF,0,0,0,0,Y,120
MD,20705,"425,000.00","425,000.00",20070601,20070531,20070701,20370601,360,360,0,7.75,0.25,0.62,C,N,F,F,1,100,100,100,Y,24,40,714,P,P,S,SF,0,0,0,43.02,Y,60
MD,20705,"157,000.00","157,000.00",20070601,20070504,20070701,20370601,360,360,0,7.125,0.25,0,C,N,F,F,1,68.26,68.26,78.7,N,,0,671,C,I,S,C,0,0,0,27.58,N,0
MD,21211,"65,000.00","64,642.65",20070601,20061120,20070101,20361201,360,354,6,6.5,0.25,0,C,N,F,F,1,37.14,36.94,37.14,N,,0,665,C,P,N,SF,0,0,0,0,N,0
ME,4258,"139,000.00","138,659.58",20070601,20070124,20070301,20370201,360,356,4,8.5,0.25,0,C,N,F,F,1,50.55,50.42,50.55,N,,0,745,C,P,N,SF,0,0,0,0,N,0
ME,4039,"174,600.00","174,267.78",20070601,20070312,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,27.94,27.88,27.94,N,,0,739,R,P,N,SF,0,0,0,0,N,0
ME,4441,"250,000.00","249,193.15",20070601,20070126,20070301,20370201,360,356,4,7.125,0.25,0,C,N,F,F,1,78.13,77.87,78.13,N,,0,750,C,P,N,SF,0,0,0,0,N,0
ME,4530,"130,000.00","129,613.03",20070601,20070216,20070401,20370301,360,357,3,7.375,0.25,0,C,N,F,F,1,65.99,65.79,74.62,N,,0,646,C,P,F,SF,0,0,0,44.01,N,0
ME,4072,"151,200.00","149,523.21",20070601,20060322,20060501,20360401,360,346,14,7.375,0.5,0,C,N,F,F,1,79.79,78.9,79.79,N,,0,658,P,P,S,SF,0,0,0,40,N,0
ME,4929,"123,300.00","122,946.42",20070601,20070226,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,90,89.74,90,Y,11,25,673,C,P,S,SF,0,0,0,0,N,0
ME,3904,"581,200.00","581,200.00",20070601,20070530,20070701,20370601,360,360,0,8.625,0.25,0,C,N,F,F,1,74.99,74.99,84.99,N,,0,701,P,P,N,SF,0,0,0,0,Y,60
ME,4401,"86,000.00","86,000.00",20070601,20070509,20070701,20370601,360,360,0,6.75,0.25,0,C,N,F,F,1,66.67,66.67,66.67,N,,0,697,C,P,N,SF,0,0,0,0,N,0
MI,48091,"127,000.00","126,974.64",20070601,20070323,20070501,20370401,360,358,2,7.4,0.25,0.49,C,N,F,F,1,100,99.98,100,Y,24,40,748,R,P,S,SF,0,0,0,43.57,Y,120
MI,48141,"69,750.00","69,629.02",20070601,20070223,20070401,20370301,360,357,3,8.75,0.25,0.69,C,N,F,F,1,90,89.84,90,Y,24,30,687,P,I,S,SF,0,0,0,17.99,N,0
MI,48081,"103,200.00","100,868.01",20070601,20050630,20050801,20350701,360,337,23,6.375,0.5,0,C,N,F,F,1,80,78.19,80,N,,0,780,P,P,S,SF,0,0,0,34,N,0
MI,48073,"65,000.00","63,892.26",20070601,20051101,20051201,20351101,360,341,19,6.5,0.5,0,C,N,F,F,1,36.52,35.89,36.52,N,,0,683,C,P,S,SF,0,0,0,53,N,0
MI,49508,"105,600.00","104,237.79",20070601,20060303,20060501,20360401,360,346,14,6.75,0.5,0,C,N,F,F,1,80,78.97,80,N,,0,769,P,P,S,SF,0,0,0,17,N,0
MI,48603,"138,720.00","134,986.16",20070601,20050826,20051001,20350901,360,339,21,6.24,0.25,0,C,N,F,F,1,80,77.85,80,N,,0,675,P,P,F,SF,0,0,0,38,N,0
MI,48116,"137,600.00","134,706.20",20070601,20051005,20051201,20351101,360,341,19,6.19,0.25,0,C,N,F,F,1,80,78.32,80,N,,0,661,R,P,F,SF,0,0,0,40,N,0
MI,48195,"88,800.00","87,333.34",20070601,20050901,20051101,20351001,360,340,20,7.5,0.25,0,C,N,F,F,1,80,78.68,80,N,,0,714,R,P,L,SF,0,0,0,31,N,0
MI,48118,"392,000.00","391,143.41",20070601,20070208,20070401,20370301,360,357,3,7.625,0.25,0,C,N,F,F,1,80,79.83,80,N,,0,620,R,P,S,SF,0,0,0,0,N,0
MI,48154,"175,500.00","175,500.00",20070601,20070228,20070401,20370301,360,357,3,7.875,0.25,0.82,C,N,F,F,1,94.35,94.35,94.35,Y,6,30,750,C,P,L,SF,0,0,0,36.205,Y,120
MI,48836,"291,500.00","291,500.00",20070601,20070212,20070401,20370301,360,357,3,8.25,0.25,0.82,C,N,F,F,1,94.03,94.03,94.03,Y,6,30,650,R,P,S,SF,0,0,0,44.961,Y,120
MI,48219,"17,640.00","17,595.26",20070601,20070228,20070401,20370301,360,357,3,6.875,0.25,0,C,N,F,F,1,90,89.77,90,Y,11,25,715,P,I,L,SF,0,0,0,32.65,N,0
MI,48186,"117,600.00","117,600.00",20070601,20070214,20070401,20370301,360,357,3,7,0.25,0,C,N,F,F,1,80,80,100,N,,0,789,R,P,L,SF,0,0,0,47.889,Y,120
MI,48867,"92,150.00","92,148.40",20070601,20070215,20070401,20370301,360,357,3,6.875,0.25,0,C,N,F,F,1,95,95,95,Y,11,30,706,R,P,SS,SF,0,0,0,33.814,Y,120
MI,48168,"188,000.00","187,642.31",20070601,20070301,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,80,79.85,100,N,,0,737,P,P,F,C,0,0,0,36.029,N,0
MI,48383,"284,800.00","284,588.64",20070601,20070425,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,80,79.94,80,N,,0,662,R,P,F,SF,0,0,0,50,N,0
MI,48091,"54,000.00","54,000.00",20070601,20070503,20070701,20370601,360,360,0,8.5,0.25,0,C,N,F,F,1,75,75,75,N,,0,622,C,P,SS,SF,0,0,0,12,Y,60
MI,48322,"424,000.00","423,729.63",20070601,20070425,20070601,20370501,360,359,1,8.25,0.25,0,C,N,F,F,1,80,79.95,100,N,,0,756,P,P,S,SF,0,0,0,44,N,0
MN,56303,"160,000.00","159,667.84",20070601,20070126,20070301,20370201,360,356,4,9.3,0.25,1.59,C,N,F,F,1,100,99.79,100,Y,11,40,698,C,P,S,SF,0,0,0,44.76,N,0
MN,55106,"100,105.00","100,105.00",20070601,20070403,20070501,20370401,360,358,2,6.875,0.25,0,C,N,F,F,1,75.84,75.84,100,N,,0,688,P,P,F,SF,0,0,0,47.59,Y,120
MN,55337,"164,000.00","160,273.56",20070601,20050531,20050701,20350601,360,336,24,6.59,0.5,0,C,N,F,F,1,80,78.18,80,N,,0,725,P,P,N,C,0,0,0,0,N,0
MN,55428,"150,400.00","148,065.12",20070601,20060303,20060401,20360301,360,345,15,6.25,0.5,0,C,N,F,F,1,80,78.76,80,N,,0,721,P,P,S,SF,0,0,0,35,N,0
MN,55428,"163,120.00","161,031.15",20070601,20060329,20060501,20360401,360,346,14,6.625,0.5,0,C,N,F,F,1,80,78.98,80,N,,0,646,P,P,S,SF,0,0,0,39,N,0
MN,55101,"138,400.00","136,627.62",20070601,20060331,20060501,20360401,360,346,14,6.625,0.5,0,C,N,F,F,1,80,78.98,80,N,,0,726,P,P,S,C,0,0,0,40,N,0
MN,55127,"102,400.00","101,057.34",20070601,20060324,20060501,20360401,360,346,14,6.5,0.5,0,C,N,F,F,1,80,78.95,80,N,,0,737,P,P,S,C,0,0,0,37,N,0
MN,55418,"116,800.00","115,440.57",20070601,20060327,20060501,20360401,360,346,14,7.125,0.5,0,C,N,F,F,1,80,79.07,80,N,,0,744,P,P,S,SF,0,0,0,26,N,0
MN,55433,"276,800.00","273,069.82",20070601,20060428,20060601,20360501,360,347,13,7,0.5,0,C,N,F,F,1,100,98.65,100,Y,12,35,709,P,P,S,SF,0,0,0,33,N,0
MN,55110,"131,200.00","130,212.01",20070601,20060809,20061001,20360901,360,351,9,7.125,0.5,0,C,N,F,F,1,76.28,75.7,76.28,N,,0,786,P,P,SS,SF,0,0,0,22,N,0
MN,55345,"167,550.00","165,827.04",20070601,20060808,20061001,20360901,360,351,9,7,0.5,0,C,N,F,F,1,79.79,78.97,79.79,N,,0,744,C,P,S,SF,0,0,0,38,N,0
MN,55430,"116,000.00","111,288.68",20070601,20040120,20040301,20340201,360,320,40,6.45,0.25,0,C,N,F,F,1,80,76.75,80,N,,0,718,R,P,F,SF,0,0,0,34,N,0
MN,55006,"209,600.00","205,389.91",20070601,20050805,20051001,20350901,360,339,21,6.49,0.25,0,C,N,F,F,1,80,78.39,80,N,,0,625,R,P,F,SF,0,0,0,41,N,0
MN,56164,"36,000.00","34,518.14",20070601,20031113,20031213,20331113,360,317,43,7.75,0.25,0,C,N,F,F,1,64.29,61.64,64.29,N,,0,630,P,P,F,SF,0,0,0,18,N,0
MN,55343,"102,200.00","102,000.83",20070601,20070326,20070501,20370401,360,358,2,6.125,0.25,0,C,N,F,F,1,78.62,78.46,78.62,N,,0,651,R,P,F,C,0,0,0,53.51,N,0
MN,55104,"318,000.00","317,705.47",20070601,20070404,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,72.27,72.21,72.27,N,,0,741,R,I,F,2-4F,0,0,0,37.67,N,0
MN,55315,"84,990.00","84,680.15",20070601,20070122,20070301,20370201,360,356,4,6.5,0.25,0,C,N,F,F,1,51.51,51.32,51.51,N,,0,804,P,P,N,C,0,0,0,0,N,0
MN,56461,"204,000.00","203,482.88",20070601,20070213,20070401,20370301,360,357,3,6.875,0.25,0,C,N,F,F,1,85,84.78,85,Y,6,12,712,C,P,SS,SF,0,0,0,42.52,N,0
MN,55746,"186,750.00","186,750.00",20070601,20070309,20070501,20370401,360,358,2,7.5,0.25,0,C,N,F,F,1,90,90,90,Y,11,30,681,P,P,S,SF,0,0,0,0,Y,120
MN,55734,"175,750.00","175,474.95",20070601,20070312,20070501,20370401,360,358,2,7.25,0.25,0,C,N,F,F,1,95,94.85,95,Y,13,30,660,P,P,S,SF,0,0,0,0,N,0
MN,55407,"243,000.00","242,921.54",20070601,20070320,20070501,20370401,360,358,2,7.75,0.25,0,C,N,F,F,1,90,89.97,90,Y,11,25,753,R,I,S,2-4F,0,0,0,36.868,Y,120
MN,55328,"793,200.00","792,410.37",20070601,20070413,20070601,20370501,360,359,1,6,0.25,0,C,N,F,F,1,66.1,66.03,66.1,N,,0,792,R,P,F,SF,0,0,0,31.86,N,0
MN,55424,"930,000.00","930,000.00",20070601,20070502,20070701,20370601,360,360,0,7.75,0.25,0,C,N,F,F,1,50.27,50.27,50.27,N,,0,625,C,P,S,SF,0,0,0,42.86,Y,120
MN,56442,"635,000.00","635,000.00",20070601,20070518,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,69.02,69.02,69.02,N,,0,784,P,S,F,SF,0,0,0,10.32,N,0
MO,63383,"90,000.00","87,597.53",20070601,20050830,20051001,20350901,360,339,21,6.25,0.5,0,C,N,F,F,1,100,97.33,100,Y,12,35,756,P,P,S,SF,0,0,0,23,N,0
MO,64109,"71,000.00","70,069.05",20070601,20060306,20060501,20360401,360,346,14,6.5,0.5,0,C,N,F,F,1,63.39,62.56,63.39,N,,0,637,C,P,F,SF,0,0,0,33,N,0
MO,63670,"148,000.00","146,235.62",20070601,20060317,20060501,20360401,360,346,14,7,0.5,0,C,N,F,F,1,80,79.05,80,N,,0,688,P,P,S,SF,0,0,0,41,N,0
MO,64056,"207,050.00","204,333.38",20070601,20060224,20060401,20360301,360,345,15,6.875,0.5,0,C,N,F,F,1,97.64,96.36,97.64,Y,12,35,736,P,P,S,SF,0,0,0,33,N,0
MO,63383,"130,000.00","128,886.69",20070601,20060524,20060701,20360601,360,348,12,7.875,0.5,0,C,N,F,F,1,98.48,97.64,98.48,Y,38,35,688,P,P,SS,SF,0,0,0,37,N,0
MO,64062,"182,000.00","177,674.05",20070601,20050819,20051001,20350901,360,339,21,5.64,0.25,0,C,N,F,F,1,70,68.34,70,N,,0,697,P,P,F,SF,0,0,0,33,N,0
MO,64063,"110,400.00","108,239.51",20070601,20050805,20051001,20350901,360,339,21,6.63,0.25,0,C,N,F,F,1,80,78.43,80,N,,0,649,R,P,F,SF,0,0,0,25,N,0
MO,64119,"83,700.00","83,572.22",20070601,20070406,20070501,20370401,360,358,2,7.375,0.25,0,C,N,F,F,1,90,89.86,90,Y,1,25,695,R,I,F,SF,0,0,0,42.13,N,0
MO,63020,"185,000.00","184,615.54",20070601,20070213,20070401,20370301,360,357,3,7.875,0.25,0,C,N,F,F,1,94.87,94.67,94.87,Y,11,30,703,R,P,N,SF,0,0,0,0,N,0
MO,63128,"173,850.00","173,506.49",20070601,20070228,20070401,20370301,360,357,3,8.125,0.25,0,C,N,F,F,1,95,94.81,95,Y,11,30,653,P,P,S,SF,0,0,0,40.712,N,0
MO,64034,"128,000.00","128,000.00",20070601,20070315,20070501,20370401,360,358,2,6.375,0.25,0,C,N,F,F,1,80,80,80,N,,0,668,R,P,L,SF,0,0,0,33.465,Y,120
MO,63119,"325,600.00","325,431.20",20070601,20070423,20070601,20370501,360,359,1,9.25,0.25,0,C,N,F,F,1,80,79.96,89.34,N,,0,620,C,P,S,SF,0,0,0,50,N,0
MO,63104,"204,000.00","203,848.60",20070601,20070424,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,60,59.96,60,N,,0,746,C,P,S,2-4F,0,0,0,34,N,0
MO,63068,"156,000.00","156,000.00",20070601,20070508,20070701,20370601,360,360,0,7.25,0.25,0,C,N,F,F,1,67.83,67.83,67.83,N,,0,643,R,P,SS,SF,0,0,0,40.08,N,0
MO,63043,"180,000.00","180,000.00",20070601,20070425,20070601,20370501,360,359,1,9.125,0.25,0,C,N,F,F,1,75,75,90,N,,0,633,R,P,N,SF,0,0,0,0,Y,120
MO,64801,"80,640.00","80,640.00",20070601,20070521,20070701,20370601,360,360,0,8.375,0.25,0,C,N,F,F,1,80,80,80,N,,0,623,R,I,S,2-4F,0,0,0,39.36,N,0
MO,64082,"197,500.00","197,500.00",20070601,20070523,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,76.55,76.55,94.99,N,,0,735,R,P,F,SF,0,0,0,40.92,N,0
MO,64112,"179,200.00","179,200.00",20070601,20070524,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,80,80,80,N,,0,813,R,P,F,SF,0,0,0,20.33,N,0
MO,63119,"178,750.00","177,600.32",20070601,20061027,20061201,20361101,360,353,7,6.5,0.25,0,C,N,F,F,1,65,64.58,65,N,,0,760,P,P,N,SF,0,0,0,0,N,0
MO,64093,"80,000.00","79,728.02",20070601,20061218,20070201,20370101,360,355,5,8,0.25,0,C,N,F,F,1,80,79.73,80,N,,0,626,P,P,S,SF,0,0,0,50.57,N,0
MS,39211,"121,153.00","118,396.06",20070601,20050714,20050901,20350801,360,338,22,6.08,0.5,0,C,N,F,F,1,97,94.79,97,Y,12,35,646,P,P,S,SF,0,0,0,27,N,0
MS,39047,"261,450.00","258,700.28",20070601,20060425,20060601,20360501,360,347,13,7.25,0.5,0,C,N,F,F,1,63,62.34,63,N,,0,658,R,P,S,SF,0,0,0,30,N,0
MS,39305,"184,000.00","180,544.60",20070601,20050825,20051001,20350901,360,339,21,6.85,0.25,0,C,N,F,F,1,80,78.5,80,N,,0,639,C,P,S,SF,0,0,0,47,N,0
MS,39701,"67,950.00","67,195.84",20070601,20061108,20070101,20361201,360,354,6,7.625,0.25,0,C,N,F,F,1,89.41,88.42,89.41,Y,6,25,669,R,P,N,SF,0,0,0,0,N,0
MT,59911,"120,000.00","113,446.99",20070601,20041108,20050101,20341201,360,330,30,6.5,0.5,0,C,N,F,F,1,63.16,59.71,63.16,N,,0,674,P,P,S,SF,0,0,0,27,N,0
MT,59922,"207,360.00","205,340.01",20070601,20060601,20060801,20360701,360,349,11,6.75,0.5,0,C,N,F,F,1,78.25,77.49,78.25,N,,0,653,P,P,S,SF,0,0,0,31,N,0
MT,59404,"105,000.00","103,373.44",20070601,20060228,20060401,20360301,360,345,15,6,0.5,0,C,N,F,F,1,92.92,91.48,92.92,Y,1,30,757,C,P,S,SF,0,0,0,38,N,0
MT,59860,"247,800.00","247,339.76",20070601,20070306,20070501,20370401,360,358,2,6.375,0.25,0,C,N,F,F,1,60,59.89,60,N,,0,815,P,P,S,SF,0,0,0,0,N,0
NC,27936,"226,100.00","223,531.18",20070601,20060307,20060501,20360401,360,346,14,7.25,0.25,0,C,N,F,F,1,85,84.03,85,Y,11,25,658,C,P,F,SF,0,0,0,48.72,N,0
NC,27360,"93,120.00","92,788.63",20070601,20070131,20070301,20370201,360,356,4,6.625,0.25,0,C,N,F,F,1,80,79.72,100,N,,0,762,P,P,F,SF,0,0,0,49.51,N,0
NC,27282,"138,400.00","137,879.99",20070601,20061229,20070201,20370101,360,355,5,7.5,0.25,0,C,N,F,F,1,80,79.7,100,N,,0,747,P,P,N,PUD,0,0,0,0,N,0
NC,27519,"219,436.00","219,436.00",20070601,20070123,20070301,20370201,360,356,4,6.875,0.25,0,C,N,F,F,1,80,80,80,N,,0,778,P,P,N,PUD,0,0,0,0,Y,120
NC,28213,"176,000.00","175,498.27",20070601,20070130,20070301,20370201,360,356,4,7.75,0.25,0,C,N,F,F,1,80,79.77,80,N,,0,679,P,P,N,PUD,0,0,0,0,N,0
NC,27530,"160,000.00","159,982.95",20070601,20070215,20070401,20370301,360,357,3,9.425,0.25,1.77,C,N,F,F,1,100,99.99,100,Y,11,40,642,P,P,S,SF,0,0,0,44.95,Y,60
NC,28043,"103,500.00","103,262.27",20070601,20070130,20070401,20370301,360,357,3,7.375,0.25,0,C,N,F,F,1,90,89.79,90,Y,13,25,737,C,P,N,SF,0,0,0,0,N,0
NC,27707,"118,000.00","117,226.24",20070601,20061212,20070201,20370101,360,355,5,7.75,0.25,0.84,C,N,F,F,1,100,99.34,100,Y,11,40,726,P,P,S,SF,0,0,0,50,N,0
NC,28806,"150,000.00","149,590.97",20070601,20070216,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,69.12,68.94,69.12,N,,0,694,C,P,S,SF,0,0,0,36.4,N,0
NC,28630,"91,000.00","90,753.81",20070601,20070215,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,43.33,43.22,43.33,N,,0,661,R,P,N,SF,0,0,0,0,N,0
NC,28216,"192,000.00","192,000.00",20070601,20070222,20070401,20370301,360,357,3,6.875,0.25,0,C,N,F,F,1,79.81,79.81,99.77,N,,0,690,P,P,F,PUD,0,0,0,49.62,Y,120
NC,27410,"196,000.00","196,000.00",20070601,20070227,20070401,20370301,360,357,3,6.875,0.25,0,C,N,F,F,1,80,80,100,N,,0,685,R,P,F,SF,0,0,0,50,Y,120
NC,28227,"115,200.00","114,996.16",20070601,20070328,20070501,20370401,360,358,2,6.625,0.25,0,C,N,F,F,1,80,79.86,100,N,,0,716,P,P,S,SF,0,0,0,26.53,N,0
NC,28262,"105,600.00","105,380.55",20070601,20070228,20070401,20370301,360,357,3,7.875,0.25,0,C,N,F,F,1,80,79.83,100,N,,0,753,P,P,N,SF,0,0,0,0,N,0
NC,28602,"147,750.00","147,613.15",20070601,20070420,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,75,74.93,90,N,,0,717,R,P,S,SF,0,0,0,43.41,N,0
NC,28564,"116,490.00","113,860.16",20070601,20050523,20050701,20350601,360,336,24,6.625,0.5,0,C,N,F,F,1,94.71,92.57,94.71,Y,12,35,656,C,P,F,SF,0,0,0,39,N,0
NC,27610,"107,446.00","106,154.87",20070601,20060628,20060801,20360701,360,349,11,7.25,0.5,0,C,N,F,F,1,80,79.04,80,N,,0,717,P,I,S,SF,0,0,0,35,N,0
NC,28546,"100,800.00","100,142.85",20070601,20060803,20061001,20360901,360,351,9,7.75,0.5,0,C,N,F,F,1,90,89.41,90,Y,12,25,717,P,I,S,PUD,0,0,0,43,N,0
NC,28205,"148,400.00","142,045.06",20070601,20040123,20040301,20340201,360,320,40,6.15,0.25,0,C,N,F,F,1,80,76.57,80,N,,0,737,P,P,F,SF,0,0,0,27,N,0
NC,28532,"111,200.00","109,849.82",20070601,20060428,20060601,20360501,360,347,13,6.5,0.5,0,C,N,F,F,1,80,79.03,80,N,,0,684,P,P,S,SF,0,0,0,38,N,0
NC,28210,"59,000.00","57,734.66",20070601,20050527,20050701,20350601,360,336,24,6.9,0.25,0,C,N,F,F,1,79.73,78.02,79.73,N,,0,709,R,P,F,C,0,0,0,43,N,0
NC,27565,"112,000.00","109,643.72",20070601,20050819,20051001,20350901,360,339,21,6.24,0.25,0,C,N,F,F,1,80,78.32,80,N,,0,656,R,P,F,SF,0,0,0,38,N,0
NC,28054,"116,000.00","109,732.97",20070601,20030428,20030601,20330501,360,311,49,6.5,0.25,0,C,N,F,F,1,80,75.68,100,N,,0,645,C,P,F,SF,0,0,0,28,N,0
NC,27358,"142,400.00","135,102.69",20070601,20030328,20030503,20330403,360,310,50,5.8,0.25,0,C,N,F,F,1,80,75.9,80,N,,0,785,R,P,F,SF,0,0,0,45,N,0
NC,28387,"137,600.00","131,753.32",20070601,20031218,20040201,20340101,360,319,41,6.35,0.25,0,C,N,F,F,1,75.6,72.39,94.51,N,,0,686,C,P,F,SF,0,0,0,45,N,0
NC,28618,"139,000.00","138,861.62",20070601,20070413,20070601,20370501,360,359,1,6,0.25,0,C,N,F,F,1,79.43,79.35,79.43,N,,0,806,R,S,F,PUD,0,0,0,37.42,N,0
NC,27576,"417,000.00","415,806.77",20070601,20070221,20070401,20370301,360,357,3,6.25,0.25,0,C,N,F,F,1,79.43,79.2,88.95,N,,0,695,R,P,F,SF,0,0,0,50.1,N,0
