STATE,ZIPCODE,ORIGBAL,CURBAL,ASOFDATE,ORIGDATE,FPDATE,MTDATE,ORIGTERM,STDRTM,SEASON,RATE,SFEE,PMI_COST,LOANTYPE,BALLOON,RATETYPE,ARMTYPE,LIENPOS,Original LTV,Current LTV,Combined LTV,PMI_FLAG,PMICODE,PMI_PCT,FICO,LOANPURP,OWNOCC,LIMDOC,PROPTYPE,PRPAYPEN,Hard_Prepayment_(months),Soft_Prepayment_(months),DTI,IOFLAG,IOTERM
AL,35007,"88,000.00","87,397.29",20070601,20060814,20061001,20360901,360,351,9,7.5,0.5,0,C,N,F,F,1,80,79.45,80,N,,0,692,P,P,S,SF,0,0,0,33,N,0
AL,36301,"90,250.00","89,512.12",20070601,20060428,20060601,20360501,360,347,13,8.563,0.5,0,C,N,F,F,1,95,94.22,95,Y,12,30,643,P,P,S,SF,0,0,0,27,N,0
AL,36107,"69,160.00","68,482.21",20070601,20060427,20060601,20360501,360,347,13,8.125,0.5,0,C,N,F,F,1,92.21,91.31,92.21,Y,12,30,730,P,I,S,SF,0,0,0,32,N,0
AL,36830,"110,000.00","109,160.26",20070601,20060731,20060901,20360801,360,350,10,7.5,0.5,0,C,N,F,F,1,80,79.39,81.4,N,,0,639,P,P,SS,SF,0,0,0,26,N,0
AL,35005,"104,000.00","103,922.81",20070601,20070416,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,80,79.94,100,N,,0,741,P,P,N,SF,0,0,0,0,N,0
AR,71921,"103,500.00","103,177.30",20070601,20070217,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,73.93,73.7,73.93,N,,0,683,C,P,N,SF,0,0,0,0,N,0
AR,72858,"63,000.00","62,690.43",20070601,20061026,20061201,20361101,360,353,7,7.875,0.25,0,C,N,F,F,1,78.75,78.36,78.75,N,,0,713,C,P,N,SF,0,0,0,0,N,0
AR,72837,"108,400.00","108,041.44",20070601,20070108,20070301,20370201,360,356,4,7,0.25,0,C,N,F,F,1,80,79.74,80,N,,0,710,P,P,N,SF,0,0,0,0,N,0
AR,72108,"113,600.00","113,430.85",20070601,20070327,20070501,20370401,360,358,2,7.5,0.25,0,C,N,F,F,1,80,79.88,100,N,,0,715,P,P,S,SF,0,0,0,33.54,N,0
AR,72761,"272,000.00","271,754.10",20070601,20070430,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,80,79.93,90,N,,0,767,P,P,N,SF,0,0,0,0,N,0
AR,72662,"94,000.00","93,778.67",20070601,20070220,20070401,20370301,360,357,3,7.25,0.25,0.82,C,N,F,F,1,84.68,84.49,84.68,Y,6,12,648,C,P,L,SF,0,0,0,35.286,N,0
AR,72116,"175,200.00","175,200.00",20070601,20070509,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,80,80,80,N,,0,746,C,P,F,SF,0,0,0,32.15,N,0
AZ,86426,"92,000.00","88,221.12",20070601,20040315,20040501,20340401,360,322,38,6.25,0.5,0,C,N,F,F,1,80,76.71,80,N,,0,668,P,S,S,PUD,0,0,0,37,N,0
AZ,85086,"322,000.00","318,068.29",20070601,20060323,20060501,20360401,360,346,14,6.875,0.5,0,C,N,F,F,1,80,79.02,80,N,,0,743,P,I,S,SF,0,0,0,37,N,0
AZ,86406,"159,920.00","158,572.82",20070601,20060606,20060801,20360701,360,349,11,7.5,0.5,0,C,N,F,F,1,76.15,75.51,76.15,N,,0,677,P,I,SS,SF,0,0,0,43,N,0
AZ,85383,"296,000.00","289,848.05",20070601,20050826,20051001,20350901,360,339,21,6.45,0.25,0,C,N,F,F,1,80,78.34,80,N,,0,640,R,P,F,SF,0,0,0,28,N,0
AZ,85308,"193,000.00","192,816.87",20070601,20070420,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,78.78,78.7,78.78,N,,0,746,C,P,F,SF,0,0,0,49.61,N,0
AZ,85331,"410,000.00","409,610.97",20070601,20070425,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,68.33,68.27,68.33,N,,0,745,C,P,S,SF,0,0,0,45.86,N,0
AZ,85706,"285,440.00","285,015.00",20070601,20070314,20070501,20370401,360,358,2,7.5,0.25,0,C,N,F,F,1,80,79.88,80,N,,0,684,P,P,N,PUD,0,0,0,0,N,0
AZ,86401,"157,500.00","157,065.24",20070601,20070226,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,83.78,83.55,83.78,Y,11,12,682,R,I,S,SF,0,0,0,35.347,N,0
AZ,86401,"157,500.00","157,006.43",20070601,20070226,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,83.78,83.51,83.78,Y,11,12,682,R,I,S,SF,0,0,0,35.347,N,0
AZ,86401,"148,000.00","148,000.00",20070601,20070206,20070401,20370301,360,357,3,7.125,0.25,0,C,N,F,F,1,80,80,80,N,,0,755,R,I,S,SF,0,0,0,0,Y,120
AZ,85745,"365,000.00","363,955.59",20070601,20070216,20070401,20370301,360,357,3,6.25,0.25,0,C,N,F,F,1,78.49,78.27,78.49,N,,0,722,R,P,S,SF,0,0,0,0,N,0
AZ,85016,"336,750.00","335,853.74",20070601,20070215,20070401,20370301,360,357,3,6.625,0.25,0,C,N,F,F,1,76.69,76.48,76.69,N,,0,684,P,P,S,C,0,0,0,0,N,0
AZ,85205,"183,600.00","183,600.00",20070601,20070223,20070401,20370301,360,357,3,7.125,0.25,0,C,N,F,F,1,85,85,85,Y,11,12,701,C,P,F,SF,0,0,0,35.609,Y,120
AZ,85338,"275,000.00","275,000.00",20070601,20070228,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,77.9,77.9,77.9,N,,0,747,C,P,S,PUD,0,0,0,0,Y,120
AZ,85239,"232,700.00","232,230.31",20070601,20070222,20070401,20370301,360,357,3,8.75,0.25,0.82,C,N,F,F,1,94.99,94.8,94.99,Y,6,30,696,P,P,N,PUD,0,0,0,0,N,0
AZ,85704,"161,100.00","160,649.97",20070601,20070212,20070401,20370301,360,357,3,6.375,0.25,0,C,N,F,F,1,90,89.75,90,Y,13,25,720,P,P,SS,PUD,0,0,0,42.986,N,0
AZ,85037,"199,350.00","199,038.04",20070601,20070314,20070501,20370401,360,358,2,7.25,0.25,0,C,N,F,F,1,90,89.86,90,Y,11,25,701,P,P,SS,SF,0,0,0,40.628,N,0
AZ,85635,"152,000.00","151,729.95",20070601,20070319,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,80,79.86,80,N,,0,709,C,I,S,SF,0,0,0,0,N,0
AZ,86314,"175,000.00","174,739.43",20070601,20070320,20070501,20370401,360,358,2,7.5,0.25,0,C,N,F,F,1,63.64,63.54,63.64,N,,0,747,P,P,S,PUD,0,0,0,0,N,0
AZ,85297,"347,200.00","346,915.40",20070601,20070402,20070601,20370501,360,359,1,7,0.25,0,C,N,F,F,1,79.99,79.92,99.99,N,,0,751,P,P,NR,PUD,0,0,0,0,N,0
AZ,85353,"222,550.00","222,550.00",20070601,20070327,20070501,20370401,360,358,2,7.125,0.25,0,C,N,F,F,1,79.99,79.99,99.98,N,,0,736,P,P,S,PUD,0,0,0,41.38,Y,120
AZ,85323,"156,850.00","156,727.64",20070601,20070404,20070601,20370501,360,359,1,7.25,0.25,0,C,N,F,F,1,79.98,79.92,99.97,N,,0,735,P,P,F,PUD,0,0,0,40.99,N,0
AZ,85255,"801,000.00","801,000.00",20070601,20070425,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,71.2,71.2,71.2,N,,0,783,C,P,F,PUD,0,0,0,31.7,Y,120
AZ,85254,"496,000.00","495,540.61",20070601,20070412,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,80,79.93,90,N,,0,743,P,P,F,PUD,0,0,0,45.69,N,0
AZ,86336,"415,000.00","415,000.00",20070601,20070514,20070701,20370601,360,360,0,6.5,0.25,0,C,N,F,F,1,58.45,58.45,58.45,N,,0,690,C,P,N,PUD,0,0,0,0,N,0
AZ,85212,"199,950.00","199,950.00",20070601,20070501,20070701,20370601,360,360,0,7.5,0.25,0,C,N,F,F,1,80,80,100,N,,0,732,P,P,N,PUD,0,0,0,0,Y,120
AZ,85353,"225,550.00","225,325.46",20070601,20070402,20070601,20370501,360,359,1,6,0.25,0,C,N,F,F,1,79.99,79.91,79.99,N,,0,714,P,P,N,PUD,0,0,0,0,N,0
AZ,85249,"435,350.00","434,956.44",20070601,20070410,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,80,79.93,80,N,,0,769,P,P,S,PUD,0,0,0,32.93,N,0
AZ,85255,"568,916.00","568,412.90",20070601,20070328,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,76.88,76.81,76.88,N,,0,737,R,P,F,PUD,0,0,0,45.06,N,0
AZ,85377,"620,000.00","620,000.00",20070601,20070521,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,62.63,62.63,62.63,N,,0,707,R,P,S,SF,0,0,0,40.88,Y,120
AZ,85249,"488,000.00","487,536.97",20070601,20070404,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,80,79.92,80,N,,0,778,R,P,F,PUD,0,0,0,45.88,N,0
AZ,85383,"437,050.00","437,050.00",20070601,20070420,20070601,20370501,360,359,1,8.375,0.25,0.62,C,N,F,F,1,99.99,99.99,99.99,Y,24,40,700,P,P,NR,PUD,0,0,0,0,Y,120
AZ,85255,"689,200.00","689,200.00",20070601,20070511,20070701,20370601,360,360,0,9.125,0.25,0,C,N,F,F,1,80,80,99.96,N,,0,724,P,P,S,C,0,0,0,49,N,0
AZ,85268,"682,000.00","681,368.34",20070601,20070417,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,69.59,69.53,69.59,N,,0,688,R,P,F,SF,0,0,0,50,N,0
AZ,85353,"248,300.00","248,300.00",20070601,20070314,20070501,20370401,360,358,2,7.25,0.25,0,C,N,F,F,1,79.99,79.99,89.98,N,,0,628,P,P,S,PUD,0,0,0,47.76,Y,60
AZ,85340,"163,500.00","163,500.00",20070601,20070510,20070701,20370601,360,360,0,6.125,0.25,0,C,N,F,F,1,70.17,70.17,70.17,N,,0,773,C,P,F,PUD,0,0,0,37.74,N,0
AZ,85326,"109,000.00","109,000.00",20070601,20070509,20070701,20370601,360,360,0,6.25,0.25,0,C,N,F,F,1,52.4,52.4,52.4,N,,0,738,R,I,F,PUD,0,0,0,52.2,N,0
AZ,85335,"116,000.00","116,000.00",20070601,20070522,20070701,20370601,360,360,0,6.125,0.25,0,C,N,F,F,1,68.24,68.24,68.24,N,,0,759,R,P,F,PUD,0,0,0,37.07,N,0
CA,91205,"350,000.00","348,361.86",20070601,20061201,20070201,20370101,360,355,5,6.375,0.25,0,C,N,F,F,1,48.28,48.05,48.28,N,,0,747,C,P,S,2-4F,0,0,0,45.97,N,0
CA,91606,"348,500.00","346,982.78",20070601,20061215,20070201,20370101,360,355,5,6.75,0.25,0,C,N,F,F,1,80,79.65,100,N,,0,765,P,P,S,2-4F,0,0,0,50.32,N,0
CA,95821,"278,900.00","278,900.00",20070601,20070123,20070301,20370201,360,356,4,6.375,0.25,0,C,N,F,F,1,78.79,78.79,100,N,,0,685,R,P,S,SF,0,0,0,45,Y,60
CA,94590,"202,000.00","201,449.19",20070601,20070117,20070301,20370201,360,356,4,6.5,0.25,0,C,N,F,F,1,53.07,52.93,53.07,N,,0,670,C,P,S,SF,0,0,0,35.19,N,0
CA,91406,"249,600.00","249,600.00",20070601,20070227,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,80,80,100,N,,0,705,P,P,S,C,0,0,0,39,Y,60
CA,90601,"413,600.00","413,600.00",20070601,20070222,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,80,80,100,N,,0,709,P,P,S,SF,0,0,0,44.9,Y,60
CA,92324,"252,000.00","252,000.00",20070601,20070220,20070401,20370301,360,357,3,7,0.25,0,C,N,F,F,1,80,80,100,N,,0,720,P,P,S,SF,0,0,0,48.56,Y,120
CA,90061,"140,000.00","139,848.73",20070601,20070316,20070501,20370401,360,358,2,6.375,0.25,0,C,N,F,F,1,39.44,39.39,39.44,N,,0,802,C,P,S,SF,0,0,0,24,Y,60
CA,93451,"322,320.00","322,320.00",20070601,20070216,20070401,20370301,360,357,3,6.375,0.25,0,C,N,F,F,1,80,80,100,N,,0,786,P,P,NR,SF,0,0,0,0,Y,120
CA,94601,"195,000.00","194,999.99",20070601,20060131,20070301,20370201,360,356,4,6.25,0.25,0,C,N,F,F,1,48.39,48.39,48.39,N,,0,776,C,I,S,SF,0,0,0,34.94,Y,120
CA,93277,"318,500.00","318,500.00",20070601,20070425,20070601,20370501,360,359,1,7.675,0.25,1.01,C,N,F,F,1,100,100,100,Y,24,40,640,P,P,F,SF,0,0,0,43,Y,60
CA,90026,"308,500.00","308,214.27",20070601,20070421,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,41.13,41.1,41.13,N,,0,784,R,I,S,2-4F,0,0,0,42.23,N,0
CA,92322,"80,000.00","78,313.74",20070601,20050708,20050801,20350701,360,337,23,6.75,0.5,0,C,N,F,F,1,64,62.65,64,N,,0,685,R,P,S,SF,0,0,0,19,N,0
CA,95624,"229,100.00","223,139.90",20070601,20050517,20050701,20350601,360,336,24,5.85,0.5,0,C,N,F,F,1,63.11,61.47,63.11,N,,0,634,R,P,S,SF,0,0,0,26,N,0
CA,92264,"176,000.00","172,206.23",20070601,20050714,20050901,20350801,360,338,22,6.375,0.5,0,C,N,F,F,1,80,78.28,80,N,,0,774,P,S,S,C,0,0,0,37,N,0
CA,93312,"351,000.00","347,741.14",20070601,20060601,20060801,20360701,360,349,11,7,0.5,0,C,N,F,F,1,90,89.16,90,Y,12,25,676,C,P,S,SF,0,0,0,36,N,0
CA,93304,"160,000.00","157,558.23",20070601,20060324,20060501,20360401,360,346,14,6.75,0.5,0,C,N,F,F,1,80,78.78,80,N,,0,711,P,I,S,SF,0,0,0,31,N,0
CA,92117,"303,200.00","298,827.23",20070601,20060228,20060401,20360301,360,345,15,6.375,0.5,0,C,N,F,F,1,80,78.85,80,N,,0,776,P,P,S,C,0,0,0,39,N,0
CA,90221,"135,000.00","133,055.40",20070601,20060320,20060501,20360401,360,346,14,6,0.5,0,C,N,F,F,1,37.29,36.76,37.29,N,,0,651,C,P,S,SF,0,0,0,19,N,0
CA,92563,"409,600.00","403,568.69",20070601,20060321,20060501,20360401,360,346,14,6.675,0.5,0,C,N,F,F,1,80,78.82,80,N,,0,715,P,P,S,SF,0,0,0,41,N,0
CA,96003,"244,000.00","240,824.71",20070601,20060317,20060501,20360401,360,346,14,6.54,0.5,0,C,N,F,F,1,80,78.96,80,N,,0,784,C,P,S,SF,0,0,0,28,N,0
CA,95426,"160,352.00","158,336.11",20070601,20060327,20060501,20360401,360,346,14,6.72,0.5,0,C,N,F,F,1,63.38,62.58,63.38,N,,0,668,C,I,S,SF,0,0,0,24,N,0
CA,92399,"211,200.00","209,170.80",20070601,20060614,20060801,20360701,360,349,11,6.875,0.5,0,C,N,F,F,1,80,79.23,80,N,,0,662,C,P,S,SF,0,0,0,38,N,0
CA,90804,"417,000.00","413,033.99",20070601,20060607,20060801,20360701,360,349,11,6.875,0.5,0,C,N,F,F,1,89.68,88.82,89.68,Y,1,25,647,C,S,S,SF,0,0,0,39,N,0
CA,95660,"243,995.00","238,657.29",20070601,20050610,20050609,20350509,360,335,25,6.55,0.25,0,C,N,F,F,1,80,78.25,80,N,,0,647,R,P,F,SF,0,0,0,39,N,0
CA,95355,"268,000.00","262,612.29",20070601,20050801,20050901,20350801,360,338,22,6.75,0.25,0,C,N,F,F,1,80,78.39,80,N,,0,752,R,P,S,SF,0,0,0,42,N,0
CA,93304,"168,000.00","164,642.60",20070601,20051001,20051101,20351001,360,340,20,6.24,0.25,0,C,N,F,F,1,80,78.4,80,N,,0,666,P,P,F,SF,0,0,0,33,N,0
CA,95834,"316,000.00","308,555.89",20070601,20050719,20050901,20350801,360,338,22,5.89,0.25,0,C,N,F,F,1,80,78.12,80,N,,0,642,R,P,F,SF,0,0,0,46,N,0
CA,94127,"493,000.00","462,405.46",20070601,20021122,20030101,20321201,360,306,54,5.95,0.25,0,C,N,F,F,1,47.18,44.25,47.18,N,,0,736,C,P,F,SF,0,0,0,26,N,0
CA,95070,"497,750.00","467,807.52",20070601,20030203,20030307,20330207,360,308,52,5.75,0.25,0,C,N,F,F,1,50.53,47.49,50.53,N,,0,742,R,P,F,SF,0,0,0,16,N,0
CA,92405,"100,000.00","94,959.28",20070601,20020823,20021001,20320901,360,303,57,7.5,0.25,0,C,N,F,F,1,80,75.97,80,N,,0,642,R,P,F,SF,0,0,0,33,N,0
CA,95642,"203,000.00","198,522.74",20070601,20050302,20050501,20350401,360,334,26,7.21,0.25,0,C,N,F,F,1,67.67,66.17,67.67,N,,0,688,R,P,L,SF,0,0,0,40,N,0
CA,91761,"108,000.00","107,897.52",20070601,20070406,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,24.88,24.86,24.88,N,,0,625,C,P,F,SF,0,0,0,37.42,N,0
CA,91710,"165,000.00","164,208.98",20070601,20061215,20070201,20370101,360,355,5,6.25,0.25,0,C,N,F,F,1,37.08,36.9,37.08,N,,0,689,C,P,F,SF,0,0,0,47,N,0
CA,90025,"550,000.00","549,050.26",20070601,20070319,20070501,20370401,360,358,2,6.75,0.25,0,C,N,F,F,1,41.51,41.44,41.51,N,,0,764,C,P,NR,2-4F,0,0,0,0,N,0
CA,94065,"417,000.00","417,000.00",20070601,20070412,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,50.55,50.55,50.55,N,,0,783,C,I,NR,SF,0,0,0,0,Y,120
CA,90001,"200,000.00","199,819.19",20070601,20070404,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,44.84,44.8,44.84,N,,0,675,C,P,N,SF,0,0,0,0,N,0
CA,92354,"287,500.00","287,500.00",20070601,20070321,20070501,20370401,360,358,2,7.25,0.25,0,C,N,F,F,1,79.86,79.86,79.86,N,,0,749,R,P,N,PUD,0,0,0,0,Y,120
CA,94589,"290,000.00","290,000.00",20070601,20070425,20070601,20370501,360,359,1,7,0.25,0,C,N,F,F,1,67.44,67.44,67.44,N,,0,687,R,P,N,SF,0,0,0,0,Y,60
CA,91354,"412,000.00","411,645.27",20070601,20070425,20070601,20370501,360,359,1,6.75,0.25,0,C,N,F,F,1,80,79.93,94.17,N,,0,706,R,P,S,SF,0,0,0,44.04,N,0
CA,92392,"291,657.00","291,657.00",20070601,20070428,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,80,80,100,N,,0,687,P,P,S,SF,0,0,0,42.02,Y,60
CA,92392,"240,548.00","240,319.75",20070601,20070428,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,80,79.92,100,N,,0,700,P,P,S,SF,0,0,0,45,N,0
CA,92562,"277,500.00","277,500.00",20070601,20070222,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,75,75,75,N,,0,727,P,P,S,SF,0,0,0,0,Y,120
CA,92557,"292,000.00","292,000.00",20070601,20070207,20070401,20370301,360,357,3,6.25,0.25,0,C,N,F,F,1,80,80,100,N,,0,786,P,P,S,PUD,0,0,0,34.576,Y,120
CA,95661,"320,000.00","320,000.00",20070601,20070212,20070401,20370301,360,357,3,6.125,0.25,0,C,N,F,F,1,61.54,61.54,61.54,N,,0,720,P,P,SS,SF,0,0,0,42.19,Y,120
CA,92507,"256,000.00","256,000.00",20070601,20070220,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,80,80,100,N,,0,753,P,P,S,C,0,0,0,42.175,Y,120
CA,95831,"306,400.00","306,359.33",20070601,20070222,20070401,20370301,360,357,3,6.5,0.25,0,C,N,F,F,1,80,79.99,89.56,N,,0,669,P,P,L,SF,0,0,0,40.824,Y,120
CA,95603,"268,000.00","268,000.00",20070601,20070302,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,80,80,100,N,,0,773,P,P,L,SF,0,0,0,44.178,Y,120
CA,95207,"276,000.00","276,000.00",20070601,20070221,20070401,20370301,360,357,3,7,0.25,0,C,N,F,F,1,60,60,60,N,,0,745,C,I,L,2-4F,0,0,0,29.275,Y,120
CA,95926,"252,000.00","251,329.29",20070601,20070221,20070401,20370301,360,357,3,6.625,0.25,0,C,N,F,F,1,80,79.79,80,N,,0,813,P,S,S,SF,0,0,0,0,N,0
CA,95938,"168,000.00","167,689.13",20070601,20070222,20070401,20370301,360,357,3,6.75,0.25,0,C,N,F,F,1,80,79.85,80,N,,0,661,C,P,L,SF,0,0,0,39.188,Y,120
CA,95901,"299,250.00","299,223.88",20070601,20070222,20070401,20370301,360,357,3,7.875,0.25,0.82,C,N,F,F,1,95,94.99,95,Y,6,30,735,P,P,S,SF,0,0,0,0,Y,120
CA,96094,"135,000.00","135,000.00",20070601,20070302,20070501,20370401,360,358,2,7.75,0.25,0,C,N,F,F,1,90,90,90,Y,11,25,675,P,S,N,PUD,0,0,0,0,Y,120
CA,91311,"352,500.00","352,500.00",20070601,20070315,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,69.8,69.8,69.8,N,,0,660,C,P,S,SF,0,0,0,0,Y,120
CA,92377,"227,900.00","227,900.00",20070601,20070306,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,59.99,59.99,59.99,N,,0,681,P,P,S,SF,0,0,0,0,Y,120
CA,95932,"319,200.00","319,200.00",20070601,20070302,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,80,80,85,N,,0,724,R,P,SS,SF,0,0,0,32.191,Y,120
CA,92399,"258,400.00","258,400.00",20070601,20070307,20070501,20370401,360,358,2,6.25,0.25,0,C,N,F,F,1,80,80,100,N,,0,760,P,P,F,SF,0,0,0,45.511,Y,120
CA,90274,"584,000.00","583,472.05",20070601,20070417,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,73,72.93,73,N,,0,695,R,P,S,PUD,0,0,0,34.87,N,0
CA,91345,"170,000.00","170,000.00",20070601,20070503,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,30.36,30.36,30.36,N,,0,779,C,P,S,SF,0,0,0,39.05,N,0
CA,95409,"473,600.00","473,192.24",20070601,20070411,20070601,20370501,360,359,1,6.75,0.25,0,C,N,F,F,1,80,79.93,80,N,,0,766,P,P,F,SF,0,0,0,44.01,N,0
CA,90042,"280,000.00","279,716.67",20070601,20070413,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,66.67,66.6,66.67,N,,0,693,R,P,N,SF,0,0,0,0,N,0
CA,95409,"446,250.00","446,250.00",20070601,20070405,20070601,20370501,360,359,1,6.75,0.25,0,C,N,F,F,1,75,75,88.24,N,,0,725,C,P,NR,SF,0,0,0,0,Y,120
CA,92203,"380,000.00","379,724.96",20070601,20070424,20070601,20370501,360,359,1,7.625,0.25,0,C,N,F,F,1,80,79.94,90,N,,0,718,C,P,S,PUD,0,0,0,42.46,N,0
CA,92275,"154,320.00","154,320.00",20070601,20070420,20070601,20370501,360,359,1,7.5,0.25,0,C,N,F,F,1,80,80,80,N,,0,701,P,P,F,SF,0,0,0,44.5,Y,60
CA,90813,"300,000.00","299,728.80",20070601,20070405,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,48.78,48.74,48.78,N,,0,709,C,I,N,2-4F,0,0,0,0,N,0
CA,95121,"650,000.00","649,492.93",20070601,20070504,20070601,20370501,360,359,1,7.25,0.25,0,C,N,F,F,1,53.28,53.24,53.28,N,,0,785,R,P,F,PUD,0,0,0,30.48,N,0
CA,91765,"628,000.00","628,000.00",20070601,20070501,20070701,20370601,360,360,0,6.875,0.25,0,C,N,F,F,1,80,80,92.48,N,,0,709,R,P,S,SF,0,0,0,45,Y,60
CA,92673,"772,000.00","771,284.97",20070601,20070416,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,67.13,67.07,67.13,N,,0,707,R,P,S,PUD,0,0,0,39.53,N,0
CA,95361,"530,900.00","530,900.00",20070601,20070426,20070601,20370501,360,359,1,8.8,0.25,0.69,C,N,F,F,1,100,100,100,Y,24,40,696,P,P,NR,SF,0,0,0,0,Y,120
CA,94618,"592,800.00","592,800.00",20070601,20070426,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,80,80,95,N,,0,777,P,P,F,SF,0,0,0,42.94,Y,120
CA,93306,"199,200.00","199,028.49",20070601,20070426,20070601,20370501,360,359,1,6.75,0.25,0,C,N,F,F,1,80,79.93,95,N,,0,713,C,P,S,SF,0,0,0,39.2,N,0
CA,92660,"438,000.00","436,820.19",20070601,20070329,20070501,20370401,360,358,2,6.125,0.25,0,C,N,F,F,1,54.75,54.6,54.75,N,,0,698,R,P,S,PUD,0,0,0,39.94,N,0
CA,95650,"623,000.00","622,394.49",20070601,20070402,20070601,20370501,360,359,1,6.125,0.25,0,C,N,F,F,1,75.52,75.44,75.52,N,,0,705,C,P,F,SF,0,0,0,33.06,N,0
CA,94590,"648,000.00","648,000.00",20070601,20070515,20070701,20370601,360,360,0,6.375,0.25,0,C,N,F,F,1,80,80,89.9,N,,0,687,C,P,F,SF,0,0,0,43.98,Y,120
CA,92336,"440,000.00","440,000.00",20070601,20070425,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,80,80,87.36,N,,0,644,R,P,F,SF,0,0,0,47.35,Y,120
CA,92127,"800,000.00","799,240.93",20070601,20070405,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,45.12,45.08,45.12,N,,0,798,P,P,N,PUD,0,0,0,0,N,0
CA,93263,"149,500.00","149,228.97",20070601,20070323,20070501,20370401,360,358,2,6.5,0.25,0,C,N,F,F,1,57.5,57.4,57.5,N,,0,746,R,P,N,SF,0,0,0,0,N,0
CA,94521,"459,200.00","458,832.78",20070601,20070420,20070601,20370501,360,359,1,7.125,0.25,0,C,N,F,F,1,80,79.94,100,N,,0,752,P,P,S,SF,0,0,0,44.45,N,0
CA,93924,"230,000.00","229,792.07",20070601,20070426,20070601,20370501,360,359,1,6.5,0.25,0,C,N,F,F,1,31.08,31.05,31.08,N,,0,738,C,S,F,SF,0,0,0,38.63,N,0
CA,94114,"875,250.00","875,250.00",20070601,20070501,20070701,20370601,360,360,0,6.5,0.25,0,C,N,F,F,1,74.47,74.47,74.47,N,,0,729,P,P,S,C,0,0,0,39.27,Y,120
CA,94536,"760,000.00","760,000.00",20070601,20070413,20070601,20370501,360,359,1,6.625,0.25,0,C,N,F,F,1,78.67,78.67,89.96,N,,0,726,R,P,S,SF,0,0,0,38.2,Y,120
CA,91350,"468,000.00","467,555.94",20070601,20070410,20070601,20370501,360,359,1,6.25,0.25,0,C,N,F,F,1,80,79.92,89.99,N,,0,758,R,P,F,PUD,0,0,0,34.8,N,0
CA,92324,"312,000.00","311,779.79",20070601,20070404,20070601,20370501,360,359,1,7.75,0.25,0,C,N,F,F,1,80,79.94,95,N,,0,698,R,P,S,SF,0,0,0,39.63,N,0
CA,91403,"679,000.00","679,000.00",20070601,20070330,20070601,20370501,360,359,1,6.125,0.25,0,C,N,F,F,1,60.36,60.36,60.36,N,,0,720,R,P,S,SF,0,0,0,39.15,Y,120
CA,95687,"445,250.00","445,250.00",20070601,20070328,20070501,20370401,360,358,2,6.825,0.25,0.49,C,N,F,F,1,99.99,99.99,99.99,Y,24,40,759,P,P,NR,PUD,0,0,0,0,Y,120
CA,95678,"531,000.00","531,000.00",20070601,20070410,20070601,20370501,360,359,1,6.375,0.25,0,C,N,F,F,1,78.09,78.09,78.09,N,,0,751,R,P,F,SF,0,0,0,49.49,Y,120
